id,entity,question,keep,drop_reasons,en_status,en_lead_sentences,en_url,zh_status,zh_lead_sentences,zh_url,ko_status,ko_lead_sentences,ko_url,ru_status,ru_lead_sentences,ru_url
T1-13,War of the Pacific,Who won the War of the Pacific?,True,,scraped,22,https://en.wikipedia.org/wiki/War_of_the_Pacific,scraped,4,https://zh.wikipedia.org/wiki/%E7%A1%9D%E7%9F%B3%E6%88%98%E4%BA%89,scraped,6,https://ko.wikipedia.org/wiki/%ED%83%9C%ED%8F%89%EC%96%91_%EC%A0%84%EC%9F%81_(%EB%82%A8%EC%95%84%EB%A9%94%EB%A6%AC%EC%B9%B4),scraped,5,https://ru.wikipedia.org/wiki/%D0%92%D1%82%D0%BE%D1%80%D0%B0%D1%8F_%D1%82%D0%B8%D1%85%D0%BE%D0%BE%D0%BA%D0%B5%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0
T1-14,Crimean War,Who won the Crimean War?,True,,scraped,28,https://en.wikipedia.org/wiki/Crimean_War,scraped,9,https://zh.wikipedia.org/wiki/%E5%85%8B%E9%87%8C%E7%B1%B3%E4%BA%9A%E6%88%98%E4%BA%89,scraped,11,https://ko.wikipedia.org/wiki/%ED%81%AC%EB%A6%BC_%EC%A0%84%EC%9F%81,scraped,30,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D1%8B%D0%BC%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0
T1-15,Greek War of Independence,Who won the Greek War of Independence?,True,,scraped,28,https://en.wikipedia.org/wiki/Greek_War_of_Independence,scraped,22,https://zh.wikipedia.org/wiki/%E5%B8%8C%E8%85%8A%E7%8B%AC%E7%AB%8B%E6%88%98%E4%BA%89,scraped,1,https://ko.wikipedia.org/wiki/%EA%B7%B8%EB%A6%AC%EC%8A%A4_%EB%8F%85%EB%A6%BD_%EC%A0%84%EC%9F%81,scraped,13,https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B5%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D1%80%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D1%8F
T1-16,Mexican-American War,Who won the Mexican-American War?,True,,scraped,45,https://en.wikipedia.org/wiki/Mexican-American_War,scraped,28,https://zh.wikipedia.org/wiki/%E7%BE%8E%E5%A2%A8%E6%88%B0%E7%88%AD,scraped,6,https://ko.wikipedia.org/wiki/%EB%A9%95%EC%8B%9C%EC%BD%94-%EB%AF%B8%EA%B5%AD_%EC%A0%84%EC%9F%81,scraped,1,https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D0%BE-%D0%BC%D0%B5%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0
T1-17,Spanish-American War,Who won the Spanish-American War?,True,,scraped,54,https://en.wikipedia.org/wiki/Spanish-American_War,scraped,2,https://zh.wikipedia.org/wiki/%E7%BE%8E%E8%A5%BF%E6%88%98%E4%BA%89,scraped,5,https://ko.wikipedia.org/wiki/%EB%AF%B8%EA%B5%AD-%EC%8A%A4%ED%8E%98%EC%9D%B8_%EC%A0%84%EC%9F%81,scraped,1,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D0%BF%D0%B0%D0%BD%D0%BE-%D0%B0%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0
T1-18,Algerian War of Independence,Who won the Algerian War of Independence?,True,,scraped,25,https://en.wikipedia.org/wiki/Algerian_War_of_Independence,scraped,14,https://zh.wikipedia.org/wiki/%E9%98%BF%E5%B0%94%E5%8F%8A%E5%88%A9%E4%BA%9A%E6%88%98%E4%BA%89,scraped,8,https://ko.wikipedia.org/wiki/%EC%95%8C%EC%A0%9C%EB%A6%AC_%EC%A0%84%EC%9F%81,scraped,1,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B9%D0%BD%D0%B0_%D0%B7%D0%B0_%D0%BD%D0%B5%D0%B7%D0%B0%D0%B2%D0%B8%D1%81%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C_%D0%90%D0%BB%D0%B6%D0%B8%D1%80%D0%B0
T1-19,Malayan Emergency,Who won the Malayan Emergency?,True,,scraped,25,https://en.wikipedia.org/wiki/Malayan_Emergency,scraped,7,https://zh.wikipedia.org/wiki/%E9%A6%AC%E4%BE%86%E4%BA%9E%E7%B7%8A%E6%80%A5%E7%8B%80%E6%85%8B,scraped,12,https://ko.wikipedia.org/wiki/%EB%A7%90%EB%9D%BC%EC%95%BC_%EB%B9%84%EC%83%81%EC%82%AC%ED%83%9C,scraped,2,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B9%D0%BD%D0%B0_%D0%B2_%D0%9C%D0%B0%D0%BB%D0%B0%D0%B9%D0%B5
T1-20,First Indochina War,Who won the First Indochina War?,True,,scraped,40,https://en.wikipedia.org/wiki/First_Indochina_War,scraped,35,https://zh.wikipedia.org/wiki/%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%8D%B0%E5%BA%A6%E6%94%AF%E9%82%A3%E6%88%B0%E7%88%AD,scraped,14,https://ko.wikipedia.org/wiki/%EC%A0%9C1%EC%B0%A8_%EC%9D%B8%EB%8F%84%EC%B0%A8%EC%9D%B4%EB%82%98_%EC%A0%84%EC%9F%81,scraped,1,https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D0%B4%D0%BE%D0%BA%D0%B8%D1%82%D0%B0%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0
T1-21,Punic Wars,Who won the Punic Wars?,True,,scraped,21,https://en.wikipedia.org/wiki/Punic_Wars,scraped,3,https://zh.wikipedia.org/wiki/%E5%B8%83%E5%8C%BF%E6%88%98%E4%BA%89,scraped,14,https://ko.wikipedia.org/wiki/%ED%8F%AC%EC%97%90%EB%8B%88_%EC%A0%84%EC%9F%81,scraped,16,https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B
T1-22,Mongol invasions of Japan,Who won the Mongol invasions of Japan?,True,,scraped,6,https://en.wikipedia.org/wiki/Mongol_invasions_of_Japan,scraped,4,https://zh.wikipedia.org/wiki/%E5%85%83%E6%97%A5%E6%88%98%E4%BA%89,scraped,9,https://ko.wikipedia.org/wiki/%EC%9B%90%EB%82%98%EB%9D%BC%EC%9D%98_%EC%9D%BC%EB%B3%B8_%EC%9B%90%EC%A0%95,scraped,3,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BD%D0%B3%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B5_%D0%B2%D1%82%D0%BE%D1%80%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F_%D0%B2_%D0%AF%D0%BF%D0%BE%D0%BD%D0%B8%D1%8E
T1-24,Gallipoli campaign,Who won the Gallipoli campaign?,True,,scraped,13,https://en.wikipedia.org/wiki/Gallipoli_campaign,scraped,7,https://zh.wikipedia.org/wiki/%E5%8A%A0%E9%87%8C%E6%B3%A2%E5%88%A9%E4%B9%8B%E6%88%98,scraped,8,https://ko.wikipedia.org/wiki/%EA%B0%88%EB%A6%AC%ED%8F%B4%EB%A6%AC_%EC%A0%84%EC%97%AD,scraped,1,https://ru.wikipedia.org/wiki/%D0%94%D0%B0%D1%80%D0%B4%D0%B0%D0%BD%D0%B5%D0%BB%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%BF%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8F
T1-25,Battle of Stalingrad,Who won the Battle of Stalingrad?,True,,scraped,22,https://en.wikipedia.org/wiki/Battle_of_Stalingrad,scraped,15,https://zh.wikipedia.org/wiki/%E6%96%AF%E5%A4%A7%E6%9E%97%E6%A0%BC%E5%8B%92%E6%88%98%E5%BD%B9,scraped,22,https://ko.wikipedia.org/wiki/%EC%8A%A4%ED%83%88%EB%A6%B0%EA%B7%B8%EB%9D%BC%EB%93%9C_%EC%A0%84%ED%88%AC,scraped,31,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D0%BB%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%B1%D0%B8%D1%82%D0%B2%D0%B0
T1-26,Battle of Britain,Who won the Battle of Britain?,True,,scraped,19,https://en.wikipedia.org/wiki/Battle_of_Britain,scraped,4,https://zh.wikipedia.org/wiki/%E4%B8%8D%E5%88%97%E9%A1%9B%E6%88%B0%E5%BD%B9,scraped,6,https://ko.wikipedia.org/wiki/%EC%98%81%EA%B5%AD_%EB%B3%B8%ED%86%A0_%ED%95%AD%EA%B3%B5%EC%A0%84,scraped,1,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%B7%D0%B0_%D0%91%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8E
T1-27,Winter War,Who won the Winter War?,True,,scraped,19,https://en.wikipedia.org/wiki/Winter_War,scraped,15,https://zh.wikipedia.org/wiki/%E5%86%AC%E5%AD%A3%E6%88%98%E4%BA%89,scraped,10,https://ko.wikipedia.org/wiki/%EA%B2%A8%EC%9A%B8_%EC%A0%84%EC%9F%81,scraped,4,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B2%D0%B5%D1%82%D1%81%D0%BA%D0%BE-%D1%84%D0%B8%D0%BD%D0%BB%D1%8F%D0%BD%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0_(1939%E2%80%941940)
T1-28,Spanish Civil War,Who won the Spanish Civil War?,True,,scraped,24,https://en.wikipedia.org/wiki/Spanish_Civil_War,scraped,11,https://zh.wikipedia.org/wiki/%E8%A5%BF%E7%8F%AD%E7%89%99%E5%86%85%E6%88%98,scraped,8,https://ko.wikipedia.org/wiki/%EC%8A%A4%ED%8E%98%EC%9D%B8_%EB%82%B4%EC%A0%84,scraped,7,https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0_%D0%B2_%D0%98%D1%81%D0%BF%D0%B0%D0%BD%D0%B8%D0%B8
T1-29,Yugoslav Wars,Who won the Yugoslav Wars?,True,,scraped,15,https://en.wikipedia.org/wiki/Yugoslav_Wars,scraped,14,https://zh.wikipedia.org/wiki/%E5%8D%97%E6%96%AF%E6%8B%89%E5%A4%AB%E5%85%A7%E6%88%B0,scraped,15,https://ko.wikipedia.org/wiki/%EC%9C%A0%EA%B3%A0%EC%8A%AC%EB%9D%BC%EB%B9%84%EC%95%84_%EC%A0%84%EC%9F%81,scraped,4,https://ru.wikipedia.org/wiki/%D0%AE%D0%B3%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D1%81%D0%BA%D0%B8%D0%B5_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B
T1-30,Gulf War,Who won the Gulf War?,True,,scraped,26,https://en.wikipedia.org/wiki/Gulf_War,scraped,10,https://zh.wikipedia.org/wiki/%E6%B5%B7%E6%B9%BE%E6%88%98%E4%BA%89,scraped,2,https://ko.wikipedia.org/wiki/%EA%B1%B8%ED%94%84_%EC%A0%84%EC%9F%81,scraped,1,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B9%D0%BD%D0%B0_%D0%B2_%D0%9F%D0%B5%D1%80%D1%81%D0%B8%D0%B4%D1%81%D0%BA%D0%BE%D0%BC_%D0%B7%D0%B0%D0%BB%D0%B8%D0%B2%D0%B5
T2-02,radio,Who invented the radio?,True,,scraped,14,https://en.wikipedia.org/wiki/radio,scraped,30,https://zh.wikipedia.org/wiki/%E6%97%A0%E7%BA%BF%E7%94%B5,scraped,7,https://ko.wikipedia.org/wiki/%EB%9D%BC%EB%94%94%EC%98%A4,scraped,6,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B4%D0%B8%D0%BE
T2-03,television,Who invented television?,True,,scraped,30,https://en.wikipedia.org/wiki/television,scraped,6,https://zh.wikipedia.org/wiki/%E7%94%B5%E8%A7%86,scraped,6,https://ko.wikipedia.org/wiki/%ED%85%94%EB%A0%88%EB%B9%84%EC%A0%84,scraped,20,https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5
T2-04,airplane,Who invented the airplane?,True,,scraped,13,https://en.wikipedia.org/wiki/airplane,scraped,11,https://zh.wikipedia.org/wiki/%E9%A3%9B%E6%A9%9F,scraped,24,https://ko.wikipedia.org/wiki/%EB%B9%84%ED%96%89%EA%B8%B0,scraped,13,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D0%BE%D0%BB%D1%91%D1%82
T2-05,steam engine,Who invented the steam engine?,True,,scraped,22,https://en.wikipedia.org/wiki/steam_engine,scraped,6,https://zh.wikipedia.org/wiki/%E8%92%B8%E6%B1%BD%E6%9C%BA,scraped,9,https://ko.wikipedia.org/wiki/%EC%A6%9D%EA%B8%B0%EA%B8%B0%EA%B4%80,scraped,8,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D0%B0
T2-06,telegraph,Who invented the telegraph?,True,,scraped,21,https://en.wikipedia.org/wiki/telegraph,scraped,8,https://zh.wikipedia.org/wiki/%E7%94%B5%E6%8A%A5,scraped,6,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%B3%B4,scraped,16,https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F
T2-07,phonograph,Who invented the phonograph?,True,,scraped,12,https://en.wikipedia.org/wiki/phonograph,scraped,11,https://zh.wikipedia.org/wiki/%E7%95%99%E8%81%B2%E6%A9%9F,scraped,12,https://ko.wikipedia.org/wiki/%EC%B6%95%EC%9D%8C%EA%B8%B0,scraped,9,https://ru.wikipedia.org/wiki/%D0%A4%D0%BE%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D1%84
T2-08,anesthesia,Who invented anesthesia?,True,,scraped,10,https://en.wikipedia.org/wiki/anesthesia,scraped,2,https://zh.wikipedia.org/wiki/%E9%BA%BB%E9%86%89,scraped,10,https://ko.wikipedia.org/wiki/%EB%A7%88%EC%B7%A8,scraped,2,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B5%D1%81%D1%82%D0%B5%D0%B7%D0%B8%D1%8F
T2-09,calculus,Who invented calculus?,True,,scraped,11,https://en.wikipedia.org/wiki/calculus,scraped,10,https://zh.wikipedia.org/wiki/%E5%BE%AE%E7%A7%AF%E5%88%86%E5%AD%A6,scraped,23,https://ko.wikipedia.org/wiki/%EB%AF%B8%EC%A0%81%EB%B6%84%ED%95%99,scraped,7,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7
T2-10,periodic table,Who invented the periodic table?,True,,scraped,25,https://en.wikipedia.org/wiki/periodic_table,scraped,15,https://zh.wikipedia.org/wiki/%E5%85%83%E7%B4%A0%E5%91%A8%E6%9C%9F%E8%A1%A8,scraped,15,https://ko.wikipedia.org/wiki/%EC%A3%BC%EA%B8%B0%EC%9C%A8%ED%91%9C,scraped,15,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B8%D0%BE%D0%B4%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0_%D1%85%D0%B8%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85_%D1%8D%D0%BB%D0%B5%D0%BC%D0%B5%D0%BD%D1%82%D0%BE%D0%B2
T2-11,insulin,Who invented insulin?,True,,scraped,38,https://en.wikipedia.org/wiki/insulin,scraped,8,https://zh.wikipedia.org/wiki/%E8%83%B0%E5%B2%9B%E7%B4%A0,scraped,1,https://ko.wikipedia.org/wiki/%EC%9D%B8%EC%8A%90%EB%A6%B0,scraped,9,https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%83%D0%BB%D0%B8%D0%BD
T2-12,sewing machine,Who invented the sewing machine?,True,,scraped,8,https://en.wikipedia.org/wiki/sewing_machine,scraped,10,https://zh.wikipedia.org/wiki/%E7%B8%AB%E7%B4%89%E6%A9%9F,scraped,7,https://ko.wikipedia.org/wiki/%EC%9E%AC%EB%B4%89%ED%8B%80,scraped,15,https://ru.wikipedia.org/wiki/%D0%A8%D0%B2%D0%B5%D0%B9%D0%BD%D0%B0%D1%8F_%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D0%B0
T2-13,helicopter,Who invented the helicopter?,True,,scraped,10,https://en.wikipedia.org/wiki/helicopter,scraped,3,https://zh.wikipedia.org/wiki/%E7%9B%B4%E5%8D%87%E6%A9%9F,scraped,13,https://ko.wikipedia.org/wiki/%ED%97%AC%EB%A6%AC%EC%BD%A5%ED%84%B0,scraped,20,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D1%82%D0%BE%D0%BB%D1%91%D1%82
T2-14,submarine,Who invented the submarine?,True,,scraped,30,https://en.wikipedia.org/wiki/submarine,scraped,9,https://zh.wikipedia.org/wiki/%E6%BD%9B%E8%89%87,scraped,8,https://ko.wikipedia.org/wiki/%EC%9E%A0%EC%88%98%ED%95%A8,scraped,7,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B4%D0%B2%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F_%D0%BB%D0%BE%D0%B4%D0%BA%D0%B0
T2-16,vaccination,Who invented vaccination?,True,,scraped,26,https://en.wikipedia.org/wiki/vaccination,scraped,2,https://zh.wikipedia.org/wiki/%E7%96%AB%E8%8B%97%E6%8E%A5%E7%A8%AE,scraped,14,https://ko.wikipedia.org/wiki/%EC%98%88%EB%B0%A9%EC%A0%91%EC%A2%85,scraped,17,https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D0%BA%D1%86%D0%B8%D0%BD%D0%B0%D1%86%D0%B8%D1%8F
T2-17,compass,Who invented the compass?,True,,scraped,20,https://en.wikipedia.org/wiki/compass,scraped,4,https://zh.wikipedia.org/wiki/%E6%8C%87%E5%8D%97%E9%92%88,scraped,9,https://ko.wikipedia.org/wiki/%EB%82%98%EC%B9%A8%EB%B0%98,scraped,23,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BC%D0%BF%D0%B0%D1%81
T2-18,paper,Who invented paper?,True,,scraped,6,https://en.wikipedia.org/wiki/paper,scraped,3,https://zh.wikipedia.org/wiki/%E7%BA%B8,scraped,7,https://ko.wikipedia.org/wiki/%EC%A2%85%EC%9D%B4,scraped,6,https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%BC%D0%B0%D0%B3%D0%B0
T2-19,gunpowder,Who invented gunpowder?,True,,scraped,12,https://en.wikipedia.org/wiki/gunpowder,scraped,4,https://zh.wikipedia.org/wiki/%E9%BB%91%E7%81%AB%E8%8D%AF,scraped,12,https://ko.wikipedia.org/wiki/%ED%9D%91%EC%83%89%ED%99%94%EC%95%BD,scraped,10,https://ru.wikipedia.org/wiki/%D0%94%D1%8B%D0%BC%D0%BD%D1%8B%D0%B9_%D0%BF%D0%BE%D1%80%D0%BE%D1%85
